pincode,age_0_5,age_18_greater,state,district,bio_age_5_17,bio_age_17_,demo_age_5_17,demo_age_17_,adult_spike_ratio,velocity_index,ghost_ratio,anomaly_label,anomaly_score,primary_risk_factor,risk_status,lat,lon,geo_accuracy
522411,123.0,0.0,Andhra Pradesh,Guntur,2132.0,1033.0,308.0,1494.0,0.0,2440.0,0.1443975621190811,1,0.3043786684036129,adult_spike_ratio,Low,0.0,0.0,Low
522412,80.0,1.0,Andhra Pradesh,Guntur,1514.0,779.0,190.0,1126.0,0.0121951219512195,1704.0,0.1254125412541254,1,0.3104435190643619,ghost_ratio,Low,0.0,0.0,Low
522413,301.0,0.0,Andhra Pradesh,Guntur,5008.0,2736.0,904.0,5887.0,0.0,5912.0,0.1804751447394689,1,0.2205787927343215,velocity_index,Low,0.0,0.0,Low
522414,184.0,0.0,Andhra Pradesh,Palnadu,3721.0,2823.0,414.0,2147.0,0.0,4135.0,0.1112305212251477,1,0.2598275629308451,velocity_index,Low,0.0,0.0,Low
522415,153.0,0.0,Andhra Pradesh,Palnadu,3529.0,2221.0,227.0,855.0,0.0,3756.0,0.0643059490084985,1,0.2612621207279756,velocity_index,Low,0.0,0.0,Low
522421,115.0,0.0,Andhra Pradesh,Guntur,2476.0,1094.0,253.0,1202.0,0.0,2729.0,0.1021396851029471,1,0.3047801977038122,adult_spike_ratio,Low,0.0,0.0,Low
522426,258.0,9.0,Andhra Pradesh,Guntur,5043.0,3181.0,402.0,1960.0,0.0335820895522388,5445.0,0.0796986518636003,1,0.2299548857222436,velocity_index,Low,0.0,0.0,Low
522435,51.0,0.0,Andhra Pradesh,Guntur,372.0,474.0,62.0,376.0,0.0,434.0,0.1662198391420911,1,0.323970318536698,adult_spike_ratio,Low,0.0,0.0,Low
522436,49.0,0.0,Andhra Pradesh,Guntur,1325.0,620.0,128.0,835.0,0.0,1453.0,0.0965309200603318,1,0.3242083523200298,adult_spike_ratio,Low,0.0,0.0,Low
522437,91.0,0.0,Andhra Pradesh,Guntur,1345.0,696.0,156.0,959.0,0.0,1501.0,0.1158989598811292,1,0.3247987834981179,adult_spike_ratio,Low,0.0,0.0,Low
522438,116.0,0.0,Andhra Pradesh,Guntur,2297.0,1198.0,221.0,1568.0,0.0,2518.0,0.0961705831157528,1,0.3087340250453572,adult_spike_ratio,Low,0.0,0.0,Low
522439,16.0,0.0,Andhra Pradesh,Guntur,330.0,282.0,19.0,122.0,0.0,349.0,0.0574018126888217,1,0.3202192846676565,adult_spike_ratio,Low,0.0,0.0,Low
522501,188.0,0.0,Andhra Pradesh,Guntur,4080.0,2329.0,588.0,4399.0,0.0,4668.0,0.144082332761578,1,0.2519085903579052,velocity_index,Low,0.0,0.0,Low
522502,34.0,1.0,Andhra Pradesh,Guntur,510.0,341.0,31.0,233.0,0.0277777777777777,541.0,0.060665362035225,1,0.2964588406204609,velocity_index,Low,0.0,0.0,Low
522503,320.0,1.0,Andhra Pradesh,Guntur,6824.0,4280.0,1225.0,8827.0,0.0031055900621118,8049.0,0.1794871794871795,1,0.1808378114916217,velocity_index,Low,0.0,0.0,Low
522508,60.0,1.0,Andhra Pradesh,Guntur,1227.0,794.0,120.0,926.0,0.0161290322580645,1347.0,0.0977198697068403,1,0.3115054413886856,velocity_index,Low,0.0,0.0,Low
522509,135.0,0.0,Andhra Pradesh,Guntur,2685.0,1567.0,197.0,1534.0,0.0,2882.0,0.0733432613551749,1,0.3016516452177709,adult_spike_ratio,Low,0.0,0.0,Low
522510,0.0,1.0,Andhra Pradesh,Guntur,2.0,0.0,0.0,1.0,0.5,2.0,0.0,-1,-0.008326403849922,adult_spike_ratio,CRITICAL,16.3948687,80.5048216,High
522529,107.0,1.0,Andhra Pradesh,Guntur,2298.0,1107.0,190.0,1163.0,0.0091743119266055,2488.0,0.0826446280991735,1,0.2990995701185406,ghost_ratio,Low,0.0,0.0,Low
522549,78.0,0.0,Andhra Pradesh,Palnadu,1691.0,922.0,159.0,1403.0,0.0,1850.0,0.0939716312056737,1,0.3221090755620057,adult_spike_ratio,Low,0.0,0.0,Low
522601,441.0,4.0,Andhra Pradesh,Guntur,8316.0,4013.0,1092.0,8032.0,0.0089686098654708,9408.0,0.131297342791872,1,0.1845308048338378,velocity_index,Low,0.0,0.0,Low
522603,52.0,1.0,Andhra Pradesh,Guntur,1520.0,746.0,83.0,951.0,0.0185185185185185,1603.0,0.0545693622616699,1,0.2937775711439436,velocity_index,Low,0.0,0.0,Low
522611,26.0,0.0,Andhra Pradesh,Palnadu,648.0,309.0,71.0,308.0,0.0,719.0,0.1093990755007704,1,0.3284127899213568,adult_spike_ratio,Low,0.0,0.0,Low
522612,151.0,1.0,Andhra Pradesh,Guntur,2884.0,1407.0,266.0,1402.0,0.0065359477124183,3150.0,0.0922010398613518,1,0.292406818017077,ghost_ratio,Low,0.0,0.0,Low
522613,115.0,1.0,Andhra Pradesh,Guntur,2356.0,1444.0,174.0,1236.0,0.0085470085470085,2530.0,0.0738226559185405,1,0.2969629875700578,ghost_ratio,Low,0.0,0.0,Low
522614,184.0,1.0,Andhra Pradesh,Palnadu,2744.0,1384.0,238.0,1506.0,0.0053763440860215,2982.0,0.0867030965391621,1,0.2909301399559879,ghost_ratio,Low,0.0,0.0,Low
522615,172.0,0.0,Andhra Pradesh,Guntur,3726.0,1648.0,441.0,3415.0,0.0,4167.0,0.1183257311510598,1,0.2609659923061455,velocity_index,Low,0.0,0.0,Low
522616,210.0,1.0,Andhra Pradesh,Guntur,4524.0,2015.0,1144.0,7214.0,0.0047169811320754,5668.0,0.252817679558011,1,0.2118359864169787,velocity_index,Low,0.0,0.0,Low
522617,62.0,0.0,Andhra Pradesh,Guntur,1176.0,520.0,92.0,510.0,0.0,1268.0,0.0781648258283772,1,0.3249815543287403,adult_spike_ratio,Low,0.0,0.0,Low
522619,46.0,0.0,Andhra Pradesh,Guntur,927.0,344.0,95.0,677.0,0.0,1022.0,0.1023706896551724,1,0.3308652966055813,velocity_index,Low,0.0,0.0,Low
522626,23.0,0.0,Andhra Pradesh,Guntur,455.0,201.0,47.0,317.0,0.0,502.0,0.1030701754385964,1,0.3262850802907506,adult_spike_ratio,Low,0.0,0.0,Low
522646,68.0,0.0,Andhra Pradesh,Guntur,1231.0,797.0,106.0,896.0,0.0,1337.0,0.086038961038961,1,0.3244686957587289,adult_spike_ratio,Low,0.0,0.0,Low
522647,240.0,2.0,Andhra Pradesh,Guntur,5472.0,3491.0,922.0,4871.0,0.0082304526748971,6394.0,0.1684633656130093,1,0.2331627939824476,velocity_index,Low,0.0,0.0,Low
522649,70.0,0.0,Andhra Pradesh,Guntur,864.0,601.0,99.0,830.0,0.0,963.0,0.1144508670520231,1,0.3333833684722361,velocity_index,Low,0.0,0.0,Low
522657,71.0,0.0,Andhra Pradesh,Guntur,1449.0,898.0,181.0,819.0,0.0,1630.0,0.1248275862068965,1,0.3253645935793657,adult_spike_ratio,Low,0.0,0.0,Low
522658,60.0,0.0,Andhra Pradesh,Guntur,900.0,475.0,105.0,360.0,0.0,1005.0,0.1165371809100998,1,0.3339858128929777,adult_spike_ratio,Low,0.0,0.0,Low
522659,32.0,0.0,Andhra Pradesh,Guntur,733.0,440.0,78.0,288.0,0.0,811.0,0.106267029972752,1,0.330469094713884,velocity_index,Low,0.0,0.0,Low
522660,115.0,0.0,Andhra Pradesh,Guntur,1570.0,847.0,165.0,955.0,0.0,1735.0,0.1050286441756842,1,0.3198445783624716,adult_spike_ratio,Low,0.0,0.0,Low
522661,26.0,0.0,Andhra Pradesh,Guntur,588.0,238.0,54.0,212.0,0.0,642.0,0.0916808149405772,1,0.3280849937875019,adult_spike_ratio,Low,0.0,0.0,Low
522663,69.0,0.0,Andhra Pradesh,Guntur,1272.0,695.0,140.0,344.0,0.0,1412.0,0.1099764336213668,1,0.3252508197337101,adult_spike_ratio,Low,0.0,0.0,Low
523001,232.0,2.0,Andhra Pradesh,Prakasam,5780.0,2844.0,1196.0,8808.0,0.0085106382978723,6976.0,0.2068846220377097,1,0.2083329693669274,velocity_index,Low,0.0,0.0,Low
523002,44.0,1.0,Andhra Pradesh,Prakasam,1129.0,532.0,145.0,1046.0,0.0217391304347826,1274.0,0.1283185840707964,1,0.3104076989991492,velocity_index,Low,0.0,0.0,Low
523101,102.0,9.0,Andhra Pradesh,Prakasam,2857.0,1769.0,223.0,1920.0,0.0803571428571428,3080.0,0.0780265920223932,1,0.2326322138819642,adult_spike_ratio,Low,0.0,0.0,Low
523104,12.0,2.0,Andhra Pradesh,Prakasam,426.0,260.0,28.0,173.0,0.1333333333333333,454.0,0.0655737704918032,1,0.207580719752362,adult_spike_ratio,Low,0.0,0.0,Low
523105,225.0,43.0,Andhra Pradesh,Prakasam,3814.0,2547.0,348.0,2861.0,0.1598513011152416,4162.0,0.091218872870249,1,0.1305582745841957,adult_spike_ratio,Low,0.0,0.0,Low
523108,79.0,1.0,Andhra Pradesh,Prakasam,1860.0,935.0,290.0,1653.0,0.0123456790123456,2150.0,0.1558301988178398,1,0.2976248458577499,ghost_ratio,Low,0.0,0.0,Low
523109,52.0,0.0,Andhra Pradesh,Prakasam,1139.0,769.0,81.0,623.0,0.0,1220.0,0.0710526315789473,1,0.3230679820873279,adult_spike_ratio,Low,0.0,0.0,Low
523110,38.0,0.0,Andhra Pradesh,Prakasam,589.0,331.0,120.0,867.0,0.0,709.0,0.2033898305084746,1,0.3206096065590028,adult_spike_ratio,Low,0.0,0.0,Low
523111,53.0,0.0,Andhra Pradesh,Prakasam,1248.0,873.0,148.0,1063.0,0.0,1396.0,0.1184947958366693,1,0.330029654865986,adult_spike_ratio,Low,0.0,0.0,Low
523112,67.0,0.0,Andhra Pradesh,Prakasam,1459.0,801.0,221.0,1817.0,0.0,1680.0,0.1513698630136986,1,0.3192027279741586,adult_spike_ratio,Low,0.0,0.0,Low
523113,47.0,0.0,Andhra Pradesh,Prakasam,1151.0,1047.0,77.0,503.0,0.0,1228.0,0.0668402777777777,1,0.3198543304385115,adult_spike_ratio,Low,0.0,0.0,Low
523114,56.0,1.0,Andhra Pradesh,Prakasam,685.0,636.0,80.0,683.0,0.0172413793103448,765.0,0.1166180758017492,1,0.318264908434452,velocity_index,Low,0.0,0.0,Low
523115,42.0,0.0,Andhra Pradesh,Sri Potti Sriramulu Nellore,732.0,445.0,69.0,481.0,0.0,801.0,0.0941336971350614,1,0.3298917466286206,adult_spike_ratio,Low,0.0,0.0,Low
523116,45.0,1.0,Andhra Pradesh,Prakasam,1105.0,772.0,63.0,416.0,0.0212765957446808,1168.0,0.0569620253164556,1,0.3020075748886111,velocity_index,Low,0.0,0.0,Low
523117,18.0,1.0,Andhra Pradesh,Prakasam,602.0,395.0,74.0,372.0,0.05,676.0,0.1227197346600331,1,0.2974682229472779,velocity_index,Low,0.0,0.0,Low
523135,37.0,0.0,Andhra Pradesh,Prakasam,697.0,371.0,64.0,556.0,0.0,761.0,0.0916905444126074,1,0.3299567784042315,adult_spike_ratio,Low,0.0,0.0,Low
523155,46.0,1.0,Andhra Pradesh,Prakasam,1772.0,833.0,166.0,1255.0,0.0208333333333333,1938.0,0.0936266215454032,1,0.3049667357353087,ghost_ratio,Low,0.0,0.0,Low
523156,0.0,0.0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1,0.2481962724929879,ghost_ratio,Low,0.0,0.0,Low
523157,106.0,1.0,Andhra Pradesh,Prakasam,2866.0,1513.0,387.0,3037.0,0.0092592592592592,3253.0,0.1349843041506801,1,0.2963296041744563,ghost_ratio,Low,0.0,0.0,Low
523165,29.0,0.0,Andhra Pradesh,Prakasam,731.0,298.0,73.0,399.0,0.0,804.0,0.0997267759562841,1,0.3297853992395214,adult_spike_ratio,Low,0.0,0.0,Low
523166,55.0,0.0,Andhra Pradesh,Prakasam,1572.0,638.0,144.0,1068.0,0.0,1716.0,0.091544818817546,1,0.3229955158008463,adult_spike_ratio,Low,0.0,0.0,Low
523167,72.0,0.0,Andhra Pradesh,Prakasam,1471.0,796.0,183.0,1295.0,0.0,1654.0,0.124320652173913,1,0.3253645935793657,adult_spike_ratio,Low,0.0,0.0,Low
523168,23.0,0.0,Andhra Pradesh,Prakasam,411.0,259.0,39.0,240.0,0.0,450.0,0.0946601941747572,1,0.3285534957145795,adult_spike_ratio,Low,0.0,0.0,Low
523169,106.0,1.0,Andhra Pradesh,Prakasam,1796.0,1140.0,233.0,1679.0,0.0092592592592592,2029.0,0.1296605453533667,1,0.3060438861416849,ghost_ratio,Low,0.0,0.0,Low
523170,25.0,1.0,Andhra Pradesh,Prakasam,510.0,231.0,40.0,330.0,0.037037037037037,550.0,0.0782778864970645,1,0.2976947419766452,velocity_index,Low,0.0,0.0,Low
523171,13.0,0.0,Andhra Pradesh,Prakasam,297.0,190.0,34.0,190.0,0.0,331.0,0.1140939597315436,1,0.32658474690519,adult_spike_ratio,Low,0.0,0.0,Low
523180,33.0,0.0,Andhra Pradesh,Prakasam,735.0,354.0,80.0,1217.0,0.0,815.0,0.108695652173913,1,0.331461119893395,velocity_index,Low,0.0,0.0,Low
523181,21.0,0.0,Andhra Pradesh,Prakasam,318.0,145.0,35.0,290.0,0.0,353.0,0.109717868338558,1,0.3255752272609221,adult_spike_ratio,Low,0.0,0.0,Low
523182,30.0,1.0,Andhra Pradesh,Prakasam,653.0,357.0,53.0,411.0,0.03125,706.0,0.0810397553516819,1,0.3027809364772579,velocity_index,Low,0.0,0.0,Low
523183,34.0,0.0,Andhra Pradesh,Prakasam,854.0,379.0,52.0,441.0,0.0,906.0,0.0608187134502924,1,0.3231067458891868,velocity_index,Low,0.0,0.0,Low
523184,23.0,0.0,Andhra Pradesh,Prakasam,417.0,172.0,54.0,311.0,0.0,471.0,0.1291866028708134,1,0.3291680679163051,adult_spike_ratio,Low,0.0,0.0,Low
523185,20.0,0.0,Andhra Pradesh,Prakasam,284.0,143.0,27.0,197.0,0.0,311.0,0.0947368421052631,1,0.3250943208611932,adult_spike_ratio,Low,0.0,0.0,Low
523186,54.0,0.0,Andhra Pradesh,Prakasam,1275.0,829.0,96.0,761.0,0.0,1371.0,0.0752351097178683,1,0.3247474829094176,adult_spike_ratio,Low,0.0,0.0,Low
523187,70.0,1.0,Andhra Pradesh,Prakasam,1609.0,788.0,171.0,1103.0,0.0138888888888888,1780.0,0.1062111801242236,1,0.3064390609676963,ghost_ratio,Low,0.0,0.0,Low
523190,43.0,0.0,Andhra Pradesh,Prakasam,1016.0,594.0,88.0,629.0,0.0,1104.0,0.0865290068829891,1,0.3299073106265073,adult_spike_ratio,Low,0.0,0.0,Low
523201,187.0,1.0,Andhra Pradesh,Bapatla,3462.0,1671.0,432.0,2988.0,0.0052910052910052,3894.0,0.1247473289055732,1,0.2754049837153177,velocity_index,Low,0.0,0.0,Low
523211,65.0,1.0,Andhra Pradesh,Prakasam,1349.0,753.0,153.0,1411.0,0.0149253731343283,1502.0,0.1133333333333333,1,0.3086091873446118,ghost_ratio,Low,0.0,0.0,Low
523212,68.0,0.0,Andhra Pradesh,Prakasam,1368.0,685.0,129.0,1078.0,0.0,1497.0,0.0942293644996347,1,0.3241610851224409,adult_spike_ratio,Low,0.0,0.0,Low
523213,24.0,0.0,Andhra Pradesh,Prakasam,569.0,403.0,51.0,396.0,0.0,620.0,0.0894736842105263,1,0.3299326710704627,adult_spike_ratio,Low,0.0,0.0,Low
523214,1.0,1.0,Andhra Pradesh,Bapatla,4.0,2.0,0.0,7.0,0.3333333333333333,4.0,0.0,1,0.045996822394705,adult_spike_ratio,Low,0.0,0.0,Low
523223,17.0,0.0,Andhra Pradesh,Prakasam,434.0,298.0,49.0,253.0,0.0,483.0,0.1126436781609195,1,0.3316411514578345,adult_spike_ratio,Low,0.0,0.0,Low
523224,44.0,0.0,Andhra Pradesh,Prakasam,972.0,483.0,146.0,688.0,0.0,1118.0,0.1500513874614594,1,0.3247654710357219,adult_spike_ratio,Low,0.0,0.0,Low
523225,89.0,0.0,Andhra Pradesh,Prakasam,1942.0,1037.0,166.0,1383.0,0.0,2108.0,0.0854348944930519,1,0.3139068171240151,adult_spike_ratio,Low,0.0,0.0,Low
523226,119.0,0.0,Andhra Pradesh,Prakasam,2306.0,1302.0,300.0,2077.0,0.0,2606.0,0.130039011703511,1,0.3052293602569177,adult_spike_ratio,Low,0.0,0.0,Low
523227,38.0,0.0,Andhra Pradesh,Prakasam,587.0,309.0,123.0,609.0,0.0,710.0,0.2091836734693877,1,0.3202966784687605,velocity_index,Low,0.0,0.0,Low
523228,21.0,0.0,Andhra Pradesh,Prakasam,501.0,231.0,63.0,204.0,0.0,564.0,0.1254980079681275,1,0.3287318397196697,adult_spike_ratio,Low,0.0,0.0,Low
523230,134.0,0.0,Andhra Pradesh,Prakasam,2392.0,1359.0,321.0,2012.0,0.0,2713.0,0.1341412452987881,1,0.3035634949134799,adult_spike_ratio,Low,0.0,0.0,Low
523240,152.0,0.0,Andhra Pradesh,Prakasam,2925.0,1697.0,300.0,2294.0,0.0,3225.0,0.1025290498974709,1,0.3009047349465634,adult_spike_ratio,Low,0.0,0.0,Low
523241,93.0,0.0,Andhra Pradesh,Prakasam,1622.0,806.0,177.0,1447.0,0.0,1799.0,0.1090573012939001,1,0.3207155893318725,adult_spike_ratio,Low,0.0,0.0,Low
523245,46.0,0.0,Andhra Pradesh,Prakasam,673.0,411.0,54.0,280.0,0.0,727.0,0.0801186943620178,1,0.3286710737409011,adult_spike_ratio,Low,0.0,0.0,Low
523246,53.0,0.0,Andhra Pradesh,Prakasam,794.0,329.0,71.0,342.0,0.0,865.0,0.0893081761006289,1,0.3305903816985302,adult_spike_ratio,Low,0.0,0.0,Low
523247,172.0,0.0,Andhra Pradesh,Prakasam,3202.0,1679.0,658.0,3504.0,0.0,3860.0,0.2054324071183265,1,0.2538723161129675,velocity_index,Low,0.0,0.0,Low
523252,25.0,0.0,Andhra Pradesh,Prakasam,756.0,403.0,100.0,753.0,0.0,856.0,0.1321003963011889,1,0.3302693407617584,velocity_index,Low,0.0,0.0,Low
523253,101.0,0.0,Andhra Pradesh,Prakasam,1784.0,1123.0,164.0,1231.0,0.0,1948.0,0.0918767507002801,1,0.3189325054596671,adult_spike_ratio,Low,0.0,0.0,Low
523254,31.0,0.0,Andhra Pradesh,Prakasam,846.0,495.0,105.0,667.0,0.0,951.0,0.1239669421487603,1,0.3325997941486488,velocity_index,Low,0.0,0.0,Low
523260,56.0,0.0,Andhra Pradesh,Prakasam,1411.0,839.0,231.0,1644.0,0.0,1642.0,0.1635977337110481,1,0.319064029571225,adult_spike_ratio,Low,0.0,0.0,Low
523261,67.0,1.0,Andhra Pradesh,Prakasam,1109.0,625.0,194.0,1034.0,0.0144927536231884,1303.0,0.1747747747747747,1,0.3036930922963741,velocity_index,Low,0.0,0.0,Low
523262,19.0,0.0,Andhra Pradesh,Prakasam,656.0,364.0,50.0,421.0,0.0,706.0,0.076103500761035,1,0.3287935494790121,adult_spike_ratio,Low,0.0,0.0,Low
523263,61.0,0.0,Andhra Pradesh,Prakasam,938.0,483.0,117.0,819.0,0.0,1055.0,0.1246006389776357,1,0.3310042201755186,adult_spike_ratio,Low,0.0,0.0,Low
523264,56.0,0.0,Andhra Pradesh,Prakasam,1640.0,836.0,137.0,1098.0,0.0,1777.0,0.0834856794637416,1,0.3224177908109253,adult_spike_ratio,Low,0.0,0.0,Low
523265,97.0,0.0,Andhra Pradesh,Prakasam,1707.0,937.0,170.0,979.0,0.0,1877.0,0.0995316159250585,1,0.3198660005469871,adult_spike_ratio,Low,0.0,0.0,Low
523270,77.0,0.0,Andhra Pradesh,Prakasam,1473.0,943.0,226.0,1349.0,0.0,1699.0,0.1533242876526458,1,0.3192027279741586,adult_spike_ratio,Low,0.0,0.0,Low
523271,51.0,0.0,Andhra Pradesh,Prakasam,1058.0,691.0,128.0,1003.0,0.0,1186.0,0.1208687440982058,1,0.328863351395174,adult_spike_ratio,Low,0.0,0.0,Low
523272,63.0,0.0,Andhra Pradesh,Prakasam,1412.0,748.0,107.0,1392.0,0.0,1519.0,0.075725406935598,1,0.3223583434809524,adult_spike_ratio,Low,0.0,0.0,Low
523273,20.0,0.0,Andhra Pradesh,Prakasam,379.0,242.0,59.0,298.0,0.0,438.0,0.1552631578947368,1,0.3244011905043291,adult_spike_ratio,Low,0.0,0.0,Low
523274,70.0,0.0,Andhra Pradesh,Prakasam,1333.0,959.0,88.0,1142.0,0.0,1421.0,0.0659670164917541,1,0.3215544689506419,adult_spike_ratio,Low,0.0,0.0,Low
523279,18.0,2.0,Andhra Pradesh,Prakasam,472.0,358.0,24.0,255.0,0.0952380952380952,496.0,0.0507399577167019,1,0.2393184909024435,adult_spike_ratio,Low,0.0,0.0,Low
523280,41.0,0.0,Andhra Pradesh,Prakasam,812.0,440.0,49.0,358.0,0.0,861.0,0.060270602706027,1,0.322470520251429,velocity_index,Low,0.0,0.0,Low
523281,65.0,2.0,Andhra Pradesh,Prakasam,1164.0,945.0,118.0,1704.0,0.0294117647058823,1282.0,0.1012875536480686,1,0.3055251782921351,velocity_index,Low,0.0,0.0,Low
523286,74.0,1.0,Andhra Pradesh,Prakasam,1320.0,682.0,147.0,1471.0,0.0131578947368421,1467.0,0.1112793338380015,1,0.3063138318510035,velocity_index,Low,0.0,0.0,Low
523291,36.0,1.0,Andhra Pradesh,Prakasam,560.0,298.0,55.0,562.0,0.0263157894736842,615.0,0.0980392156862745,1,0.3031066106338606,velocity_index,Low,0.0,0.0,Low
523292,100.0,10.0,Andhra Pradesh,Prakasam,2144.0,1308.0,177.0,1733.0,0.09009009009009,2321.0,0.0825174825174825,1,0.2344454036369389,adult_spike_ratio,Low,0.0,0.0,Low
523301,140.0,0.0,Andhra Pradesh,Prakasam,2760.0,1528.0,328.0,2698.0,0.0,3088.0,0.1187975371242303,1,0.3078594090938593,adult_spike_ratio,Low,0.0,0.0,Low
523302,80.0,0.0,Andhra Pradesh,Bapatla,1765.0,1028.0,151.0,1375.0,0.0,1916.0,0.0855039637599094,1,0.3189713039129729,adult_spike_ratio,Low,0.0,0.0,Low
523303,100.0,0.0,Andhra Pradesh,Prakasam,2064.0,1117.0,237.0,1246.0,0.0,2301.0,0.1147699757869249,1,0.3120107589053258,adult_spike_ratio,Low,0.0,0.0,Low
523304,114.0,0.0,Andhra Pradesh,Prakasam,2787.0,1182.0,267.0,1079.0,0.0,3054.0,0.095767575322812,1,0.3050545293904148,adult_spike_ratio,Low,0.0,0.0,Low
523305,87.0,0.0,Andhra Pradesh,Prakasam,1849.0,968.0,165.0,1345.0,0.0,2014.0,0.0891891891891892,1,0.3160260017018614,adult_spike_ratio,Low,0.0,0.0,Low
523315,58.0,0.0,Andhra Pradesh,Prakasam,1425.0,602.0,164.0,946.0,0.0,1589.0,0.1150070126227209,1,0.3248941450106702,adult_spike_ratio,Low,0.0,0.0,Low
523316,133.0,0.0,Andhra Pradesh,Prakasam,2965.0,1641.0,221.0,1694.0,0.0,3186.0,0.0745111260957518,1,0.3013739371963294,adult_spike_ratio,Low,0.0,0.0,Low
523320,87.0,0.0,Andhra Pradesh,Prakasam,1739.0,1008.0,266.0,1049.0,0.0,2005.0,0.1528735632183908,1,0.3127376046593885,adult_spike_ratio,Low,0.0,0.0,Low
523326,107.0,0.0,Andhra Pradesh,Prakasam,2734.0,1363.0,443.0,1714.0,0.0,3177.0,0.1619744058500914,1,0.2992924037590545,adult_spike_ratio,Low,0.0,0.0,Low
523327,161.0,1.0,Andhra Pradesh,Prakasam,4004.0,2245.0,618.0,2954.0,0.0061349693251533,4622.0,0.1543071161048689,1,0.2533225464037444,velocity_index,Low,0.0,0.0,Low
523328,103.0,0.0,Andhra Pradesh,Prakasam,2012.0,1184.0,242.0,1361.0,0.0,2254.0,0.1202185792349726,1,0.3115312272882303,adult_spike_ratio,Low,0.0,0.0,Low
523329,75.0,0.0,Andhra Pradesh,Prakasam,1745.0,1175.0,267.0,1289.0,0.0,2012.0,0.1529209621993127,1,0.3127376046593885,adult_spike_ratio,Low,0.0,0.0,Low
523330,60.0,0.0,Andhra Pradesh,Prakasam,1593.0,853.0,295.0,1291.0,0.0,1888.0,0.185069008782936,1,0.3135835976865219,adult_spike_ratio,Low,0.0,0.0,Low
523331,174.0,0.0,Andhra Pradesh,Prakasam,2803.0,1711.0,357.0,1699.0,0.0,3160.0,0.1273181169757489,1,0.3041941708454924,adult_spike_ratio,Low,0.0,0.0,Low
523332,29.0,0.0,Andhra Pradesh,Prakasam,755.0,412.0,61.0,327.0,0.0,816.0,0.0806878306878306,1,0.3307380613148717,velocity_index,Low,0.0,0.0,Low
523333,122.0,0.0,Andhra Pradesh,Prakasam,1993.0,1060.0,317.0,2068.0,0.0,2310.0,0.1589769307923771,1,0.3104767723643499,adult_spike_ratio,Low,0.0,0.0,Low
523334,56.0,0.0,Andhra Pradesh,Prakasam,1237.0,627.0,160.0,751.0,0.0,1397.0,0.1292407108239095,1,0.3253681748638029,adult_spike_ratio,Low,0.0,0.0,Low
523335,28.0,0.0,Andhra Pradesh,Prakasam,521.0,278.0,82.0,664.0,0.0,603.0,0.1570881226053639,1,0.3252859616726251,adult_spike_ratio,Low,0.0,0.0,Low
523336,28.0,0.0,Andhra Pradesh,Prakasam,480.0,250.0,56.0,218.0,0.0,536.0,0.1164241164241164,1,0.3322462001061991,adult_spike_ratio,Low,0.0,0.0,Low
523346,39.0,0.0,Andhra Pradesh,Prakasam,1123.0,558.0,149.0,700.0,0.0,1272.0,0.1325622775800711,1,0.3246955475398669,adult_spike_ratio,Low,0.0,0.0,Low
523356,32.0,1.0,Andhra Pradesh,Prakasam,524.0,315.0,48.0,272.0,0.0294117647058823,572.0,0.0914285714285714,1,0.2998601684678352,velocity_index,Low,0.0,0.0,Low
523357,171.0,0.0,Andhra Pradesh,Prakasam,2774.0,1261.0,218.0,1469.0,0.0,2992.0,0.0785585585585585,1,0.3042073455922751,adult_spike_ratio,Low,0.0,0.0,Low
523367,69.0,0.0,Andhra Pradesh,Prakasam,1147.0,493.0,105.0,720.0,0.0,1252.0,0.0914634146341463,1,0.3259954740741447,adult_spike_ratio,Low,0.0,0.0,Low
523368,42.0,0.0,Andhra Pradesh,Prakasam,789.0,404.0,76.0,371.0,0.0,865.0,0.0962025316455696,1,0.3310611200758697,adult_spike_ratio,Low,0.0,0.0,Low
523369,21.0,0.0,Andhra Pradesh,Prakasam,378.0,160.0,28.0,229.0,0.0,406.0,0.0738786279683377,1,0.3246067839833984,adult_spike_ratio,Low,0.0,0.0,Low
523370,31.0,0.0,Andhra Pradesh,Prakasam,597.0,246.0,60.0,228.0,0.0,657.0,0.1003344481605351,1,0.330889595607502,velocity_index,Low,0.0,0.0,Low
523371,39.0,0.0,Andhra Pradesh,Prakasam,1121.0,519.0,129.0,737.0,0.0,1250.0,0.1149732620320855,1,0.3263887959513467,adult_spike_ratio,Low,0.0,0.0,Low
523372,47.0,0.0,Andhra Pradesh,Prakasam,681.0,335.0,109.0,734.0,0.0,790.0,0.1598240469208211,1,0.3260006239700873,adult_spike_ratio,Low,0.0,0.0,Low
523373,48.0,0.0,Andhra Pradesh,Prakasam,1024.0,528.0,128.0,645.0,0.0,1152.0,0.1248780487804878,1,0.3290035704624102,adult_spike_ratio,Low,0.0,0.0,Low
524001,154.0,6.0,Andhra Pradesh,Nellore,3485.0,1829.0,450.0,3423.0,0.0372670807453416,3935.0,0.1290877796901893,1,0.2616674808694171,velocity_index,Low,0.0,0.0,Low
524002,346.0,24.0,Andhra Pradesh,Spsr Nellore,6398.0,3902.0,1045.0,8336.0,0.0646900269541779,7443.0,0.1633067666822941,1,0.160398205698569,velocity_index,Low,0.0,0.0,Low
